Quantify Compound Summary Report 

Printed Fri Apr 20 12:29:11 2012

Compound 1:  L-histidine

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	ug/ml	%Dev	Acq.Date	Acq.Time	ID
4	4	PR01_EXAMPLE_AAC_0004_A1	S3-M1-10	Analyte		1.85	3994	21468	1.860	bb	2.6		13-Apr-12	22:48:13	Batch02_036
6	6	PR01_EXAMPLE_AAC_0006_A1	S3-3mnd-10	Analyte		1.88	743	21376	0.347	bbI	0.0		13-Apr-12	22:58:38	Batch02_037
5	5	PR01_EXAMPLE_AAC_0005_A1	S3-M2-10	Analyte		1.88	4320	21800	1.982	bb	2.8		13-Apr-12	23:09:03	Batch02_038
56	56	PR01_EXAMPLE_AAC_0140_B1	C8-10	Analyte		1.86	3735	22321	1.674	bb	2.2		13-Apr-12	23:19:28	Batch02_039
21	21	PR01_EXAMPLE_AAC_0031_A1	S29-M1-10	Analyte		1.86	689	21447	0.321	bbI	0.0		13-Apr-12	23:29:54	Batch02_040
22	22	PR01_EXAMPLE_AAC_0032_A1	S29-M2-10	Analyte		1.87	572	21172	0.270	bbI	0.0		13-Apr-12	23:40:19	Batch02_041
23	23	PR01_EXAMPLE_AAC_0033_A1	S29-3mnd-10	Analyte		1.86	253	20720	0.122	bbI	0.0		13-Apr-12	23:50:44	Batch02_042
51	51	PR01_EXAMPLE_AAC_0130_A1	S55-3mnd-0	Analyte		1.86	378	19780	0.191	bbI	0.0		14-Apr-12	00:01:09	Batch02_043
45	45	PR01_EXAMPLE_AAC_0120_A1	S23-3mnd-0	Analyte		1.87	480	21765	0.220	bbI	0.0		14-Apr-12	00:11:34	Batch02_044
7	7	PR01_EXAMPLE_AAC_0006_B1	S3-3mnd-10	Analyte		1.85	690	22452	0.307	bbI	0.0		14-Apr-12	00:21:59	Batch02_045
86	86	PR01_EXAMPLE_AAC_02QC_D1	QC	QC	0.000	1.86	1423	22659	0.628	bbI	0.0		14-Apr-12	00:32:24	Batch02_046
37	37	PR01_EXAMPLE_AAC_0087_A1	S59-3mnd-10	Analyte		1.88	6664	21075	3.162	bb	5.5		14-Apr-12	00:42:49	Batch02_047
36	36	PR01_EXAMPLE_AAC_0086_A1	S59-M2-10	Analyte		1.84	339	20980	0.162	bbI	0.0		14-Apr-12	00:53:14	Batch02_048
35	35	PR01_EXAMPLE_AAC_0085_A1	S59-M1-10	Analyte		1.88	936	21533	0.435	bbI	0.0		14-Apr-12	01:03:39	Batch02_049
41	41	PR01_EXAMPLE_AAC_0102_A1	S65-3mnd-10	Analyte		1.87	394	21993	0.179	bbI	0.0		14-Apr-12	01:14:04	Batch02_050
40	40	PR01_EXAMPLE_AAC_0101_A1	S65-M2-10	Analyte		1.87	255	21255	0.120	bbI	0.0		14-Apr-12	01:24:29	Batch02_051
38	38	PR01_EXAMPLE_AAC_0100_A1	S65-M1-10	Analyte		1.87	7714	21832	3.533	bb	6.3		14-Apr-12	01:34:54	Batch02_052
52	52	PR01_EXAMPLE_AAC_0132_A1	S57-3mnd-0	Analyte		1.88	1122	21882	0.513	MMI	0.0		14-Apr-12	01:45:19	Batch02_053
26	26	PR01_EXAMPLE_AAC_0047_A1	S34-M2-10	Analyte		1.87	1835	21350	0.860	bb	0.3		14-Apr-12	01:55:45	Batch02_054
25	25	PR01_EXAMPLE_AAC_0046_A1	S34-M1-10	Analyte		1.87	460	21386	0.215	MMI	0.0		14-Apr-12	02:06:10	Batch02_055
27	27	PR01_EXAMPLE_AAC_0048_A1	S34-3mnd-10	Analyte		1.86	337	21519	0.156	bbI	0.0		14-Apr-12	02:16:35	Batch02_056
87	87	PR01_EXAMPLE_AAC_02QC_D2	QC	QC	0.000	1.88	1551	21534	0.720	bb	0.0		14-Apr-12	02:27:01	Batch02_057
57	57	PR01_EXAMPLE_AAC_0144_A1	C12-10	Analyte		1.86	580	22066	0.263	bbI	0.0		14-Apr-12	02:37:26	Batch02_058
39	39	PR01_EXAMPLE_AAC_0100_B1	S65-M1-10	Analyte		1.88	8231	21777	3.780	bb	6.9		14-Apr-12	02:47:51	Batch02_059
47	47	PR01_EXAMPLE_AAC_0127_A1	S42-3mnd-0	Analyte		1.88	1223	21395	0.571	bbI	0.0		14-Apr-12	02:58:16	Batch02_060
11	11	PR01_EXAMPLE_AAC_0009_A1	S8-3mnd-10	Analyte		1.85	439	22236	0.198	bbI	0.0		14-Apr-12	03:08:41	Batch02_061
8	8	PR01_EXAMPLE_AAC_0007_A1	S8-M1-10	Analyte		1.86	368	20980	0.175	bbI	0.0		14-Apr-12	03:19:06	Batch02_062
9	9	PR01_EXAMPLE_AAC_0008_A1	S8-M2-10	Analyte		1.85	323	21600	0.150	bbI	0.0		14-Apr-12	03:29:32	Batch02_063
50	50	PR01_EXAMPLE_AAC_0129_A1	S53-3mnd-0	Analyte		1.87	815	21876	0.373	bbI	0.0		14-Apr-12	03:39:57	Batch02_064
32	32	PR01_EXAMPLE_AAC_0070_A1	S48-M1-10	Analyte		1.88	438	21492	0.204	bbI	0.0		14-Apr-12	03:50:22	Batch02_065
33	33	PR01_EXAMPLE_AAC_0071_A1	S48-M2-10	Analyte		1.87	403	21463	0.188	bbI	0.0		14-Apr-12	04:00:47	Batch02_066
34	34	PR01_EXAMPLE_AAC_0072_A1	S48-3mnd-10	Analyte		1.86	308	21293	0.144	MMI	0.0		14-Apr-12	04:11:12	Batch02_067
88	88	PR01_EXAMPLE_AAC_02QC_E1	QC	QC	0.000	1.86	1448	21461	0.675	bbI	0.0		14-Apr-12	04:21:37	Batch02_068
12	12	PR01_EXAMPLE_AAC_0016_A1	S12-M1-10	Analyte		1.86	584	21102	0.277	bbI	0.0		14-Apr-12	04:32:02	Batch02_069
24	24	PR01_EXAMPLE_AAC_0035_B1	S30-M2-10	Analyte		1.86	446	21091	0.211	bbI	0.0		14-Apr-12	04:42:27	Batch02_070
13	13	PR01_EXAMPLE_AAC_0017_A1	S12-M2-10	Analyte		1.88	4145	21303	1.946	bb	2.8		14-Apr-12	04:52:52	Batch02_071
14	14	PR01_EXAMPLE_AAC_0018_A1	S12-3mnd-10	Analyte		1.87	3068	20509	1.496	bb	1.8		14-Apr-12	05:03:17	Batch02_072
53	53	PR01_EXAMPLE_AAC_0137_B1	C5-10	Analyte		1.86	707	21937	0.322	bbI	0.0		14-Apr-12	05:13:42	Batch02_073
30	30	PR01_EXAMPLE_AAC_0053_A1	S38-M2-10	Analyte		1.86	356	21242	0.168	bbI	0.0		14-Apr-12	05:24:08	Batch02_074
28	28	PR01_EXAMPLE_AAC_0052_A1	S38-M1-10	Analyte		1.85	1172	22094	0.531	bbI	0.0		14-Apr-12	05:34:32	Batch02_075
31	31	PR01_EXAMPLE_AAC_0054_A1	S38-3mnd-10	Analyte		1.87	3006	20401	1.473	bb	1.7		14-Apr-12	05:44:57	Batch02_076
49	49	PR01_EXAMPLE_AAC_0128_B1	S49-3mnd-0	Analyte		1.86	1223	21747	0.563	bbI	0.0		14-Apr-12	05:55:22	Batch02_077
89	89	PR01_EXAMPLE_AAC_02QC_F1	QC	QC	0.000	1.87	1514	22687	0.667	bbI	0.0		14-Apr-12	06:05:47	Batch02_078
60	60	PR01_EXAMPLE_AAC_02Blank_C1	Blank	Solvent		1.89	3	24	1.245	bb	1.2		14-Apr-12	06:16:12	Batch02_079
90	90	PR01_EXAMPLE_AAC_02QC_F2	QC	QC	0.000	1.87	1561	22729	0.687	bbI	0.0		14-Apr-12	06:26:37	Batch02_080
73	73	PR01_EXAMPLE_AAC_02CAL2_A2	Calibration	Standard	1.880	1.87	3431	22442	1.529	bb	1.8	-2.6	14-Apr-12	06:37:02	Batch02_081
78	78	PR01_EXAMPLE_AAC_02CAL7_A2	Calibration	Standard	60.210	1.87	70547	25781	27.364	bb	59.8	-0.7	14-Apr-12	06:47:28	Batch02_082
76	76	PR01_EXAMPLE_AAC_02CAL5_A2	Calibration	Standard	15.050	1.88	19114	22864	8.360	bb	17.2	14.0	14-Apr-12	06:57:53	Batch02_083
75	75	PR01_EXAMPLE_AAC_02CAL4_A2	Calibration	Standard	7.530	1.87	10286	23396	4.396	bb	8.3	9.8	14-Apr-12	07:08:18	Batch02_084
79	79	PR01_EXAMPLE_AAC_02CAL8_A2	Calibration	Standard	120.420	1.87	151211	28447	53.155	bb	117.7	-2.3	14-Apr-12	07:18:43	Batch02_085
77	77	PR01_EXAMPLE_AAC_02CAL6_A2	Calibration	Standard	30.110	1.88	36731	23475	15.647	bb	33.5	11.3	14-Apr-12	07:29:08	Batch02_086
74	74	PR01_EXAMPLE_AAC_02CAL3_A2	Calibration	Standard	3.760	1.87	5605	23007	2.436	bb	3.9	2.8	14-Apr-12	07:39:33	Batch02_087
72	72	PR01_EXAMPLE_AAC_02CAL1_A2	Calibration	Standard	0.940	1.86	2073	20211	1.026	bb	0.7	-25.3	14-Apr-12	07:49:59	Batch02_088
71	71	PR01_EXAMPLE_AAC_02CAL0_A2	Calibration	Standard	0.000	1.87	1492	22566	0.661	bbI	0.0		14-Apr-12	08:00:24	Batch02_089
91	91	PR01_EXAMPLE_AAC_02QC_G1	QC	QC	0.000	1.86	1503	22547	0.667	bbI	0.0		14-Apr-12	08:10:49	Batch02_090
61	61	PR01_EXAMPLE_AAC_02Blank_D1	Blank	Solvent		1.90	4	5	8.604	bb	17.7		14-Apr-12	08:21:14	Batch02_091
92	92	PR01_EXAMPLE_AAC_02QC_G2	QC	QC	0.000	1.86	1395	21413	0.652	bbI	0.0		14-Apr-12	08:31:39	Batch02_092

Compound 6:  taurine

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	ug/ml	%Dev	Acq.Date	Acq.Time	ID
93	93	PR01_EXAMPLE_AAC_02SST_A1	SST	Analyte		2.01	146	90976	0.016	bbI	0.0		13-Apr-12	15:51:18	Batch02_000
94	94	PR01_EXAMPLE_AAC_02SST_A2	SST	Analyte		1.99	223	92598	0.024	bbI	0.0		13-Apr-12	16:01:46	Batch02_000
95	95	PR01_EXAMPLE_AAC_02SST_A3	SST	Analyte		2.00	217	93104	0.023	bbI	0.0		13-Apr-12	16:12:12	Batch02_000
96	96	PR01_EXAMPLE_AAC_02SST_A4	SST	Analyte		2.00	214	94941	0.023	bbI	0.0		13-Apr-12	16:22:37	Batch02_000
97	97	PR01_EXAMPLE_AAC_02SST_A5	SST	Analyte		1.99	187	93723	0.020	bbI	0.0		13-Apr-12	16:33:02	Batch02_000
80	80	PR01_EXAMPLE_AAC_02QC_A1	QC	QC	0.000	1.99	74471	81128	9.179	bb	0.1		13-Apr-12	16:43:27	Batch02_001
58	58	PR01_EXAMPLE_AAC_02Blank_A1	Blank	Solvent		1.96	54			bb			13-Apr-12	16:53:52	Batch02_002
81	81	PR01_EXAMPLE_AAC_02QC_A2	QC	QC	0.000	1.99	73080	84428	8.656	bbI	0.0		13-Apr-12	17:04:17	Batch02_003
70	70	PR01_EXAMPLE_AAC_02CAL8_A1	Calibration	Standard	111.340	1.98	1510870	68603	220.235	bb	111.8	0.4	13-Apr-12	17:14:42	Batch02_004
69	69	PR01_EXAMPLE_AAC_02CAL7_A1	Calibration	Standard	55.670	1.98	846104	74567	113.469	bb	55.3	-0.6	13-Apr-12	17:25:07	Batch02_005
63	63	PR01_EXAMPLE_AAC_02CAL1_A1	Calibration	Standard	0.870	1.98	83857	76480	10.964	bb	1.1	24.7	13-Apr-12	17:35:32	Batch02_006
68	68	PR01_EXAMPLE_AAC_02CAL6_A1	Calibration	Standard	27.830	1.98	471113	73423	64.164	bb	29.2	5.0	13-Apr-12	17:45:57	Batch02_007
66	66	PR01_EXAMPLE_AAC_02CAL4_A1	Calibration	Standard	6.960	1.99	180271	80396	22.423	bb	7.1	2.7	13-Apr-12	17:56:22	Batch02_008
65	65	PR01_EXAMPLE_AAC_02CAL3_A1	Calibration	Standard	3.480	1.99	126549	83076	15.233	bb	3.3	-3.9	13-Apr-12	18:06:47	Batch02_009
64	64	PR01_EXAMPLE_AAC_02CAL2_A1	Calibration	Standard	1.740	1.99	99423	83169	11.954	bb	1.6	-7.6	13-Apr-12	18:17:12	Batch02_010
62	62	PR01_EXAMPLE_AAC_02CAL0_A1	Calibration	Standard	0.000	1.99	76104	85101	8.943	bb	0.0		13-Apr-12	18:27:37	Batch02_011
67	67	PR01_EXAMPLE_AAC_02CAL5_A1	Calibration	Standard	13.920	1.99	283556	80025	35.433	bb	14.0	0.8	13-Apr-12	18:38:02	Batch02_012
82	82	PR01_EXAMPLE_AAC_02QC_B1	QC	QC	0.000	1.99	84991	86536	9.821	bb	0.5		13-Apr-12	18:48:27	Batch02_013
59	59	PR01_EXAMPLE_AAC_02Blank_B1	Blank	Solvent		1.99	227	9	253.546	bb	129.4		13-Apr-12	18:58:52	Batch02_014
83	83	PR01_EXAMPLE_AAC_02QC_B2	QC	QC	0.000	2.00	81265	84074	9.666	bb	0.4		13-Apr-12	19:09:17	Batch02_015
44	44	PR01_EXAMPLE_AAC_0117_A1	S71-3mnd-10	Analyte		2.00	72165	84769	8.513	bbI	0.0		13-Apr-12	19:19:46	Batch02_016
42	42	PR01_EXAMPLE_AAC_0115_A1	S71-M1-10	Analyte		1.99	66211	87991	7.525	bbI	0.0		13-Apr-12	19:30:14	Batch02_017
43	43	PR01_EXAMPLE_AAC_0116_A1	S71-M2-10	Analyte		1.99	43168	88527	4.876	bbI	0.0		13-Apr-12	19:40:39	Batch02_018
48	48	PR01_EXAMPLE_AAC_0128_A1	S49-3mnd-0	Analyte		2.00	91810	87044	10.548	bb	0.9		13-Apr-12	19:51:04	Batch02_019
46	46	PR01_EXAMPLE_AAC_0126_A1	S41-3mnd-0	Analyte		2.00	93989	86761	10.833	bb	1.0		13-Apr-12	20:01:30	Batch02_020
3	3	PR01_EXAMPLE_AAC_0003_A1	S1-3mnd-10	Analyte		1.99	72977	86883	8.399	bbI	0.0		13-Apr-12	20:11:55	Batch02_021
29	29	PR01_EXAMPLE_AAC_0052_B1	S38-M1-10	Analyte		1.99	119744	88799	13.485	bb	2.4		13-Apr-12	20:22:20	Batch02_022
2	2	PR01_EXAMPLE_AAC_0002_A1	S1-M2-10	Analyte		2.01	80598	84693	9.516	bb	0.3		13-Apr-12	20:32:45	Batch02_023
1	1	PR01_EXAMPLE_AAC_0001_A1	S1-M1-10	Analyte		2.00	63347	85906	7.374	bbI	0.0		13-Apr-12	20:43:10	Batch02_024
84	84	PR01_EXAMPLE_AAC_02QC_C1	QC	QC	0.000	2.00	75007	82013	9.146	bb	0.1		13-Apr-12	20:53:36	Batch02_025
10	10	PR01_EXAMPLE_AAC_0008_B1	S8-M2-10	Analyte		2.00	85630	87933	9.738	bb	0.4		13-Apr-12	21:04:01	Batch02_026
16	16	PR01_EXAMPLE_AAC_0026_A1	S17-M2-10	Analyte		2.01	104508	83456	12.523	bb	1.9		13-Apr-12	21:14:27	Batch02_027
15	15	PR01_EXAMPLE_AAC_0024_B1	S24-3mnd-10	Analyte		2.02	57457	83008	6.922	bbI	0.0		13-Apr-12	21:24:53	Batch02_028
17	17	PR01_EXAMPLE_AAC_0027_A1	S17-3mnd-10	Analyte		2.00	73842	87002	8.487	bbI	0.0		13-Apr-12	21:35:18	Batch02_029
20	20	PR01_EXAMPLE_AAC_0030_A1	S19-3mnd-10	Analyte		2.02	71552	90551	7.902	bbI	0.0		13-Apr-12	21:45:43	Batch02_030
18	18	PR01_EXAMPLE_AAC_0028_A1	S19-M1-10	Analyte		2.00	76993	92465	8.327	bbI	0.0		13-Apr-12	21:56:08	Batch02_031
19	19	PR01_EXAMPLE_AAC_0029_A1	S19-M2-10	Analyte		2.02	61008	87022	7.011	bbI	0.0		13-Apr-12	22:06:33	Batch02_032
55	55	PR01_EXAMPLE_AAC_0139_A1	C7-10	Analyte		2.01	89288	85825	10.403	bb	0.8		13-Apr-12	22:16:58	Batch02_033
54	54	PR01_EXAMPLE_AAC_0138_A1	C6-10	Analyte		2.00	74461	87616	8.499	bbI	0.0		13-Apr-12	22:27:23	Batch02_034
85	85	PR01_EXAMPLE_AAC_02QC_C2	QC	QC	0.000	2.01	73832	82921	8.904	bbI	0.0		13-Apr-12	22:37:48	Batch02_035
4	4	PR01_EXAMPLE_AAC_0004_A1	S3-M1-10	Analyte		1.98	117838	87670	13.441	bb	2.4		13-Apr-12	22:48:13	Batch02_036
6	6	PR01_EXAMPLE_AAC_0006_A1	S3-3mnd-10	Analyte		2.01	98537	86981	11.329	bb	1.3		13-Apr-12	22:58:38	Batch02_037
5	5	PR01_EXAMPLE_AAC_0005_A1	S3-M2-10	Analyte		2.00	95442	88263	10.813	bb	1.0		13-Apr-12	23:09:03	Batch02_038
56	56	PR01_EXAMPLE_AAC_0140_B1	C8-10	Analyte		2.00	74317	90919	8.174	bbI	0.0		13-Apr-12	23:19:28	Batch02_039
21	21	PR01_EXAMPLE_AAC_0031_A1	S29-M1-10	Analyte		2.01	59256	89656	6.609	bbI	0.0		13-Apr-12	23:29:54	Batch02_040
22	22	PR01_EXAMPLE_AAC_0032_A1	S29-M2-10	Analyte		2.01	49391	86564	5.706	bbI	0.0		13-Apr-12	23:40:19	Batch02_041
23	23	PR01_EXAMPLE_AAC_0033_A1	S29-3mnd-10	Analyte		2.02	48097	86005	5.592	bbI	0.0		13-Apr-12	23:50:44	Batch02_042
51	51	PR01_EXAMPLE_AAC_0130_A1	S55-3mnd-0	Analyte		1.99	75123	82343	9.123	bb	0.1		14-Apr-12	00:01:09	Batch02_043
45	45	PR01_EXAMPLE_AAC_0120_A1	S23-3mnd-0	Analyte		2.00	76113	86094	8.841	bbI	0.0		14-Apr-12	00:11:34	Batch02_044
7	7	PR01_EXAMPLE_AAC_0006_B1	S3-3mnd-10	Analyte		1.98	104316	88706	11.760	bb	1.5		14-Apr-12	00:21:59	Batch02_045
86	86	PR01_EXAMPLE_AAC_02QC_D1	QC	QC	0.000	2.01	78173	87098	8.975	bb	0.0		14-Apr-12	00:32:24	Batch02_046
37	37	PR01_EXAMPLE_AAC_0087_A1	S59-3mnd-10	Analyte		2.02	76456	86943	8.794	bbI	0.0		14-Apr-12	00:42:49	Batch02_047
36	36	PR01_EXAMPLE_AAC_0086_A1	S59-M2-10	Analyte		1.98	55788	86814	6.426	bbI	0.0		14-Apr-12	00:53:14	Batch02_048
35	35	PR01_EXAMPLE_AAC_0085_A1	S59-M1-10	Analyte		2.03	74999	88466	8.478	bbI	0.0		14-Apr-12	01:03:39	Batch02_049
41	41	PR01_EXAMPLE_AAC_0102_A1	S65-3mnd-10	Analyte		2.03	74953	87260	8.590	bbI	0.0		14-Apr-12	01:14:04	Batch02_050
40	40	PR01_EXAMPLE_AAC_0101_A1	S65-M2-10	Analyte		2.02	66797	86220	7.747	bbI	0.0		14-Apr-12	01:24:29	Batch02_051
38	38	PR01_EXAMPLE_AAC_0100_A1	S65-M1-10	Analyte		2.02	101067	87237	11.585	bb	1.4		14-Apr-12	01:34:54	Batch02_052
52	52	PR01_EXAMPLE_AAC_0132_A1	S57-3mnd-0	Analyte		2.03	77473	86307	8.977	bb	0.0		14-Apr-12	01:45:19	Batch02_053
26	26	PR01_EXAMPLE_AAC_0047_A1	S34-M2-10	Analyte		2.01	65843	88228	7.463	bbI	0.0		14-Apr-12	01:55:45	Batch02_054
25	25	PR01_EXAMPLE_AAC_0046_A1	S34-M1-10	Analyte		2.03	77030	88793	8.675	bbI	0.0		14-Apr-12	02:06:10	Batch02_055
27	27	PR01_EXAMPLE_AAC_0048_A1	S34-3mnd-10	Analyte		2.03	82590	88611	9.320	bb	0.2		14-Apr-12	02:16:35	Batch02_056
87	87	PR01_EXAMPLE_AAC_02QC_D2	QC	QC	0.000	2.02	77174	90121	8.563	bbI	0.0		14-Apr-12	02:27:01	Batch02_057
57	57	PR01_EXAMPLE_AAC_0144_A1	C12-10	Analyte		2.02	95128	90607	10.499	bb	0.8		14-Apr-12	02:37:26	Batch02_058
39	39	PR01_EXAMPLE_AAC_0100_B1	S65-M1-10	Analyte		2.03	112871	88414	12.766	bb	2.0		14-Apr-12	02:47:51	Batch02_059
47	47	PR01_EXAMPLE_AAC_0127_A1	S42-3mnd-0	Analyte		2.02	74357	86996	8.547	bbI	0.0		14-Apr-12	02:58:16	Batch02_060
11	11	PR01_EXAMPLE_AAC_0009_A1	S8-3mnd-10	Analyte		2.01	76686	86931	8.822	bbI	0.0		14-Apr-12	03:08:41	Batch02_061
8	8	PR01_EXAMPLE_AAC_0007_A1	S8-M1-10	Analyte		2.02	71255	89180	7.990	bbI	0.0		14-Apr-12	03:19:06	Batch02_062
9	9	PR01_EXAMPLE_AAC_0008_A1	S8-M2-10	Analyte		2.01	81086	86041	9.424	bb	0.3		14-Apr-12	03:29:32	Batch02_063
50	50	PR01_EXAMPLE_AAC_0129_A1	S53-3mnd-0	Analyte		2.02	77461	87680	8.835	bbI	0.0		14-Apr-12	03:39:57	Batch02_064
32	32	PR01_EXAMPLE_AAC_0070_A1	S48-M1-10	Analyte		2.02	81236	85708	9.478	bb	0.3		14-Apr-12	03:50:22	Batch02_065
33	33	PR01_EXAMPLE_AAC_0071_A1	S48-M2-10	Analyte		2.02	81962	88381	9.274	bb	0.2		14-Apr-12	04:00:47	Batch02_066
34	34	PR01_EXAMPLE_AAC_0072_A1	S48-3mnd-10	Analyte		2.01	82379	90619	9.091	bb	0.1		14-Apr-12	04:11:12	Batch02_067
88	88	PR01_EXAMPLE_AAC_02QC_E1	QC	QC	0.000	2.01	77704	90089	8.625	bbI	0.0		14-Apr-12	04:21:37	Batch02_068
12	12	PR01_EXAMPLE_AAC_0016_A1	S12-M1-10	Analyte		2.01	90010	85617	10.513	bb	0.8		14-Apr-12	04:32:02	Batch02_069
24	24	PR01_EXAMPLE_AAC_0035_B1	S30-M2-10	Analyte		2.01	83410	87012	9.586	bb	0.4		14-Apr-12	04:42:27	Batch02_070
13	13	PR01_EXAMPLE_AAC_0017_A1	S12-M2-10	Analyte		2.02	70054	86218	8.125	bbI	0.0		14-Apr-12	04:52:52	Batch02_071
14	14	PR01_EXAMPLE_AAC_0018_A1	S12-3mnd-10	Analyte		2.01	94270	88001	10.712	bb	1.0		14-Apr-12	05:03:17	Batch02_072
53	53	PR01_EXAMPLE_AAC_0137_B1	C5-10	Analyte		2.01	89530	87776	10.200	bb	0.7		14-Apr-12	05:13:42	Batch02_073
30	30	PR01_EXAMPLE_AAC_0053_A1	S38-M2-10	Analyte		2.01	109057	86044	12.675	bb	2.0		14-Apr-12	05:24:08	Batch02_074
28	28	PR01_EXAMPLE_AAC_0052_A1	S38-M1-10	Analyte		2.00	110181	90626	12.158	bb	1.7		14-Apr-12	05:34:32	Batch02_075
31	31	PR01_EXAMPLE_AAC_0054_A1	S38-3mnd-10	Analyte		2.01	112817	84045	13.423	bb	2.4		14-Apr-12	05:44:57	Batch02_076
49	49	PR01_EXAMPLE_AAC_0128_B1	S49-3mnd-0	Analyte		2.01	96769	89236	10.844	bb	1.0		14-Apr-12	05:55:22	Batch02_077
89	89	PR01_EXAMPLE_AAC_02QC_F1	QC	QC	0.000	2.01	76605	88966	8.611	bbI	0.0		14-Apr-12	06:05:47	Batch02_078
60	60	PR01_EXAMPLE_AAC_02Blank_C1	Blank	Solvent		1.99	23	8	30.123	bb	11.2		14-Apr-12	06:16:12	Batch02_079
90	90	PR01_EXAMPLE_AAC_02QC_F2	QC	QC	0.000	2.01	75384	89689	8.405	bbI	0.0		14-Apr-12	06:26:37	Batch02_080
73	73	PR01_EXAMPLE_AAC_02CAL2_A2	Calibration	Standard	1.740	2.00	102811	87794	11.711	bb	1.5	-15.0	14-Apr-12	06:37:02	Batch02_081
78	78	PR01_EXAMPLE_AAC_02CAL7_A2	Calibration	Standard	55.670	2.01	864625	77249	111.928	bb	54.5	-2.1	14-Apr-12	06:47:28	Batch02_082
76	76	PR01_EXAMPLE_AAC_02CAL5_A2	Calibration	Standard	13.920	2.01	293004	86215	33.985	bb	13.3	-4.7	14-Apr-12	06:57:53	Batch02_083
75	75	PR01_EXAMPLE_AAC_02CAL4_A2	Calibration	Standard	6.960	2.00	185840	87263	21.296	bb	6.6	-5.9	14-Apr-12	07:08:18	Batch02_084
79	79	PR01_EXAMPLE_AAC_02CAL8_A2	Calibration	Standard	111.340	2.00	1571325	71434	219.969	bb	111.7	0.3	14-Apr-12	07:18:43	Batch02_085
77	77	PR01_EXAMPLE_AAC_02CAL6_A2	Calibration	Standard	27.830	2.01	489281	78186	62.579	bb	28.4	2.0	14-Apr-12	07:29:08	Batch02_086
74	74	PR01_EXAMPLE_AAC_02CAL3_A2	Calibration	Standard	3.480	2.00	132718	87869	15.104	bb	3.3	-5.9	14-Apr-12	07:39:33	Batch02_087
72	72	PR01_EXAMPLE_AAC_02CAL1_A2	Calibration	Standard	0.870	2.00	86696	80800	10.730	bb	1.0	10.4	14-Apr-12	07:49:59	Batch02_088
71	71	PR01_EXAMPLE_AAC_02CAL0_A2	Calibration	Standard	0.000	2.00	76502	86208	8.874	bbI	0.0		14-Apr-12	08:00:24	Batch02_089
91	91	PR01_EXAMPLE_AAC_02QC_G1	QC	QC	0.000	2.00	78722	88932	8.852	bbI	0.0		14-Apr-12	08:10:49	Batch02_090
61	61	PR01_EXAMPLE_AAC_02Blank_D1	Blank	Solvent		1.99	26	16	15.978	bb	3.7		14-Apr-12	08:21:14	Batch02_091
92	92	PR01_EXAMPLE_AAC_02QC_G2	QC	QC	0.000	2.00	78396	85671	9.151	bb	0.1		14-Apr-12	08:31:39	Batch02_092

Compound 7:  L-serine

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	ug/ml	%Dev	Acq.Date	Acq.Time	ID
93	93	PR01_EXAMPLE_AAC_02SST_A1	SST	Analyte		2.38	1401	90976	0.154	bbI	0.0		13-Apr-12	15:51:18	Batch02_000
94	94	PR01_EXAMPLE_AAC_02SST_A2	SST	Analyte		2.37	1348	92598	0.146	bbI	0.0		13-Apr-12	16:01:46	Batch02_000
95	95	PR01_EXAMPLE_AAC_02SST_A3	SST	Analyte		2.36	1166	93104	0.125	bbI	0.0		13-Apr-12	16:12:12	Batch02_000
96	96	PR01_EXAMPLE_AAC_02SST_A4	SST	Analyte		2.36	1266	94941	0.133	bbI	0.0		13-Apr-12	16:22:37	Batch02_000
97	97	PR01_EXAMPLE_AAC_02SST_A5	SST	Analyte		2.36	1159	93723	0.124	bbI	0.0		13-Apr-12	16:33:02	Batch02_000
80	80	PR01_EXAMPLE_AAC_02QC_A1	QC	QC	0.000	2.35	269437	81128	33.211	bbI	0.0		13-Apr-12	16:43:27	Batch02_001
58	58	PR01_EXAMPLE_AAC_02Blank_A1	Blank	Solvent		2.35	1138			bb			13-Apr-12	16:53:52	Batch02_002
81	81	PR01_EXAMPLE_AAC_02QC_A2	QC	QC	0.000	2.37	271081	84428	32.108	bbI	0.0		13-Apr-12	17:04:17	Batch02_003
70	70	PR01_EXAMPLE_AAC_02CAL8_A1	Calibration	Standard	154.270	2.35	3507238	68603	511.240	bb	150.5	-2.5	13-Apr-12	17:14:42	Batch02_004
69	69	PR01_EXAMPLE_AAC_02CAL7_A1	Calibration	Standard	77.140	2.35	2101037	74567	281.765	bb	78.2	1.4	13-Apr-12	17:25:07	Batch02_005
63	63	PR01_EXAMPLE_AAC_02CAL1_A1	Calibration	Standard	1.210	2.34	290534	76480	37.988	bb	1.5	22.4	13-Apr-12	17:35:32	Batch02_006
68	68	PR01_EXAMPLE_AAC_02CAL6_A1	Calibration	Standard	38.570	2.35	1171021	73423	159.490	bb	39.7	3.0	13-Apr-12	17:45:57	Batch02_007
